Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);BMW (EUR);BP (EUR);Bayer (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);E.ON (EUR);Einhell Ger  Vz I (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);NVIDIA (EUR);Novartis (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);RWE (EUR);Rheinmetall (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
15.07.2024 00:00:00;165,04;133,22;171,02;176,54;43,79;89,84;5375;26,35;63,06;43,42;14,43;15222;23,76;48845;12295;;24,80;18785;105,76;72,35;197,92;167,60;16,68;35,66;31,60;401,40;64,35;152,45;454,75;415,60;117,50;;26315;26735;75,32;39,2349;32,70;514,00;187,00;33,61;180,76;231,90;6,30;114,90;102,90
16.07.2024 00:00:00;162,9;133,14;168,66;176,92;43965;89,10;5336;26,20;63,86;43,40;14,87;15164;23,79;49995;12,19;;24,68;19,09;106,68;72,40;199,96;170,28;16736;35345;31,52;409,60;63,60;154,95;449,65;412,30;115,98;;26,29;27005;72,10;40,1091;32,55;513,80;187,36;33,38;181,74;235,15;6,16;114,50;101,10
17.07.2024 00:00:00;145,72;132,34;165,54;171,96;44,91;89,90;5409;26,62;64,54;44,30;14915;15216;24,00;50,61;12,35;;24905;19245;107,56;74,00;201,15;171,74;16858;34645;31,44;410,20;63,40;154,60;422,70;405,90;107,94;;25,83;27425;71,94;40,0423;32,79;489,00;182,62;33,53;178,20;227,05;6,28;112,90;103,80
18.07.2024 00:00:00;142,6;131,1;163,22;168,54;45005;91,40;5433;26,85;65,42;44055;15,26;15184;24,12;50,86;12,37;;25,02;19,25;109,02;74,75;199,56;170,00;16982;34,78;32,00;409,00;64,32;151,00;437,00;404,15;111,30;;26,30;27245;73,24;39,3891;32,64;494,00;180,86;33585;170,24;228,25;6,15;114,00;102,95
19.07.2024 00:00:00;139,4;131,6;163,28;168,36;44165;89,56;5414;26,17;64,42;43,54;15245;15,00;24,17;49,20;12345;;24,60;18855;106,66;74,70;197,96;167,78;16888;33,05;30325;407,60;63,51;149,70;438,05;401,60;108,58;;26,37;27,50;71,80;38,9674;32,76;494,20;180,80;33,30;170,84;220,20;6,47;111,60;100,05
22.07.2024 00:00:00;143,32;133;166,92;167,80;44895;90,98;5439;27295;65,42;42,94;15585;15,55;24,25;50,10;12515;;24565;18,88;105,96;74,50;198,76;169,46;17122;34435;30,68;410,60;64,59;150,55;447,75;407,00;113,56;;26,23;27,18;72,94;39,9086;33,09;493,50;184,74;33,10;173,52;231,10;6,33;113,40;101,05
23.07.2024 00:00:00;141,94;132,04;167,5;171,70;44,79;89,92;5389;26925;65,16;42935;15,56;15682;24,18;49,59;12,59;;24215;18775;104,50;74,15;201,10;170,18;17126;33,30;30,37;412,80;64,04;152,40;450,20;409,70;112,92;;26515;27,19;68,92;39,2914;33,00;492,50;198,00;32,83;173,30;227,55;6,28;111,30;100,40
24.07.2024 00:00:00;133,48;129,62;159,18;166,94;44,71;89,04;5371;26,87;65,36;43255;15315;14294;24,10;49,20;12665;;24,20;18965;106,14;73,30;197,70;169,76;16946;32,35;29,25;409,20;63,82;155,45;425,45;395,85;105,54;;24575;27,65;68,90;39,6771;33,06;496,40;193,06;32965;170,90;199,42;6,06;110,70;99,88
25.07.2024 00:00:00;127,52;129;154,12;165,90;44,54;87,76;5405;27,45;65,12;43,70;15,25;14416;24,14;48,90;12,76;;24,00;18985;108,32;72,00;186,80;177,84;16926;30555;28,68;408,00;63,03;154,40;418,95;385,65;103,56;;24545;27,85;69,22;40,3714;33,06;473,30;194,72;33275;168,92;203,50;6,15;110,90;101,50
26.07.2024 00:00:00;128,64;131,18;153,68;167,76;43675;87,80;5,42;27435;65,80;44005;15085;14438;24,27;48,60;12,82;;24065;18,88;108,42;73,20;188,46;176,48;17074;30915;28885;415,60;62,93;162,00;428,65;391,70;104,02;;24,98;28375;70,26;41,7137;33,57;488,00;195,80;33,16;169,84;202,20;6,05;111,10;94,06
29.07.2024 00:00:00;129,04;130,34;156,44;169,30;42,99;86,58;5399;27,43;65,70;44335;14905;14324;24,25;48,74;12,94;;24115;18935;107,24;71,85;184,98;177,10;16936;31,48;28495;416,40;62,15;165,15;430,65;394,45;103,14;;25075;28415;70,00;41,9503;34,12;494,60;193,44;33,18;168,86;214,35;6,35;110,40;94,20
30.07.2024 00:00:00;127,82;135,88;157,58;168,24;43,07;86,70;5399;27,65;65,82;44,37;15075;14626;24,06;49,57;12925;;24,07;18,98;109,44;71,40;186,94;176,32;16784;31505;27,93;417,80;61,84;164,95;428,75;392,00;95,80;;24,38;29085;69,58;42,3051;34,32;498,00;191,20;33,28;168,78;206,55;6,60;109,50;92,24
31.07.2024 00:00:00;133,6;139,98;158,52;172,80;43,20;85,72;5472;27425;66,06;44865;15,07;14396;24,15;50,33;12925;;24,70;18,80;110,40;71,45;189,80;178,72;16,78;32325;28,44;419,60;60,74;164,85;438,25;386,60;108,22;;24905;28215;69,64;42552;34,50;505,00;195,30;33695;169,64;214,20;6,52;109,90;93,02
01.08.2024 00:00:00;122,84;133,86;158,26;170,24;42,40;82,74;5405;27305;64,70;43,98;14255;14014;24,02;49175;12565;;24,47;19,02;108,54;70,85;189,40;175,40;16078;30,70;27,01;420,80;59,40;167,35;461,00;386,00;101,30;;24185;28435;69,12;43,3697;34,24;498,80;189,80;33,79;164,06;200,95;6,54;106,50;90,02
02.08.2024 00:00:00;121,44;132,78;152,74;153,86;42,26;82,56;5254;27,37;65,96;42645;13645;13196;24,14;47,45;12,62;;24065;19,06;107,16;70,30;185,60;172,04;15698;29,69;19646;416,20;58,55;162,95;447,20;374,45;98,23;;22,60;27855;68,74;43,5034;31,69;484,00;187,48;32845;158,32;190,18;6,07;104,50;88,28
05.08.2024 00:00:00;122,8;129,38;145,18;146,46;41,10;79,82;5,05;27,03;64,66;40855;13225;12862;23,67;46,61;12045;;23,24;18495;104,70;69,80;182,36;167,22;14,91;30,30;18336;404,60;57,03;162,95;433,85;360,35;91,60;;21915;27115;67,60;41,9709;30,90;476,00;181,50;31,83;154,88;181,42;5,84;101,00;84,18
06.08.2024 00:00:00;119,18;133,04;144,98;148,24;41,44;79,52;5071;25,62;63,86;41455;13,20;12946;23,73;48,65;11995;62,16;23,62;18395;105,22;70,25;181,68;171,64;14978;29,89;18,12;408,20;57,21;162,45;451,85;365,75;95,35;;24345;26,88;66,32;42,4029;31,21;492,30;185,70;31,95;154,76;183,12;5,96;101,00;82,90
07.08.2024 00:00:00;117,96;134,42;145,36;149,00;41,45;80,10;5119;25,90;65,18;41,42;12,60;12872;23,80;47905;12095;58,06;24,26;18375;106,08;70,30;182,02;172,04;15104;29615;17378;404,60;57,60;162,35;447,90;364,25;90,61;;24095;26,42;67,00;42,12;31,74;491,40;185,40;32,36;154,48;175,52;5,93;102,50;86,34
08.08.2024 00:00:00;125;134,4;148,24;151,90;41,73;80,26;5027;26425;63,80;42035;12305;13142;24,45;48,21;12,24;57,39;25055;18,23;107,80;70,25;182,68;175,76;15198;30555;18,80;410,00;58,39;166,05;465,95;368,50;96,33;;26,80;26365;66,72;42,6857;32,04;509,80;188,90;32,78;160,12;182,12;5,79;102,00;85,96
09.08.2024 00:00:00;123,14;134,4;149,6;152,94;41,50;80,06;5076;25995;63,70;41,84;12335;13282;24,57;48,34;12,28;55,80;25,20;18195;109,08;70,15;182,14;175,62;15304;30,50;18,06;409,60;58,13;165,60;474,50;372,00;95,96;;27,50;26165;66,24;42,6394;31,83;535,20;190,82;32945;157,42;183,12;6,17;101,30;85,06
12.08.2024 00:00:00;125,04;133,1;148,4;152,34;41,25;78,98;5151;25955;59,60;40995;12,43;13274;24,75;47735;12335;56,60;25,59;18005;108,68;70,40;181,22;173,00;15,22;30345;17728;408,80;57,31;165,85;471,40;372,00;99,70;;26815;26,00;65,92;42552;32,49;545,00;188,40;33,13;156,74;180,60;6,12;100,60;84,76
13.08.2024 00:00:00;128,36;134,58;149,2;154,86;41545;79,58;5139;25985;64,18;41275;12315;13312;24,76;47,96;12435;56,50;25065;18205;107,44;70,45;179,50;173,46;15398;30565;18634;408,00;57,68;167,35;480,45;376,40;105,68;;27,61;26,25;66,02;42,7371;32,34;546,20;192,06;32925;159,26;189,24;6,14;99,90;84,44
14.08.2024 00:00:00;127,9;135;145,64;154,64;41,41;80,26;5129;25775;63,36;41,28;12,27;13,39;24,99;47985;12,08;54,30;25,20;18,27;108,16;70,75;179,32;174,44;15434;30,42;18084;409,80;58,46;166,65;477,65;379,15;107,10;;28,10;26,22;66,68;42,7526;30,70;557,60;192,44;33,13;159,98;182,76;5,94;99,75;83,40
15.08.2024 00:00:00;134,24;137,32;146,92;161,82;42245;81,62;5175;26,66;63,62;43,94;12,75;13,84;25,02;49,07;12005;55,50;25355;18825;108,02;70,80;181,38;176,50;15796;31795;18,83;415,20;59,75;169,50;489,35;383,60;111,90;;28,46;26,11;67,90;43,3594;30,93;562,40;195,68;33,23;162,90;195,00;6,03;101,70;84,94
16.08.2024 00:00:00;134,82;137,76;147,88;160,48;42,60;81,36;5166;29,01;63,32;44925;12715;14072;25,10;48,85;12,19;57,00;24775;19255;107,10;70,75;180,50;176,04;15732;31575;18,95;414,00;60,20;167,70;478,50;379,65;113,04;;29,10;25,69;67,68;43,2051;31,05;564,20;195,72;33005;163,28;196,36;5,91;101,20;86,24
19.08.2024 00:00:00;140,22;138,62;150,3;160,56;43,17;83,00;5,17;29,08;64,08;45,05;12,83;14154;25,22;48,49;12,27;56,90;24885;19,33;107,00;70,55;179,42;175,62;15,93;31,87;19426;413,40;60,97;169,80;475,00;379,90;117,12;;29335;25995;69,12;43,5189;31,35;550,80;197,44;32,95;164,74;200,90;6,09;103,90;86,40
20.08.2024 00:00:00;140,56;138,42;150,22;160,74;43225;82,68;5,05;28,16;64,32;45,17;12605;13886;25,01;47,47;12,37;54,90;24435;19,14;103,06;71,35;178,82;176,00;15,77;31,67;18848;412,00;60,99;169,70;473,00;382,35;114,38;;29,08;26,00;69,26;43524;31,56;533,00;196,00;32185;163,52;198,76;5,85;103,50;85,42
21.08.2024 00:00:00;141,58;138,82;148,54;161,46;44215;83,80;5054;28045;65,24;45085;12785;14068;24,98;47,48;12,37;57,40;24185;19215;102,12;72,90;180,42;176,60;15,74;32105;19178;414,40;62,05;169,50;479,70;380,35;115,14;;29145;26,00;71,06;43,2206;31,43;535,80;196,24;32,00;164,86;200,15;6,03;105,20;87,70
22.08.2024 00:00:00;136,66;138,48;147,22;158,24;44,22;83,20;5031;27,63;63,94;45,25;12975;14578;25,01;47,30;12425;57,40;24,00;19375;103,22;72,75;179,70;176,72;15844;31755;18,10;415,80;61,77;170,45;478,45;373,70;111,40;;28,71;25,86;70,34;43344;31,61;533,00;195,42;32,26;164,52;189,30;5,90;104,00;86,20
23.08.2024 00:00:00;138,68;141,4;148,1;158,28;44935;84,70;5,09;27845;65,04;45365;13095;14,68;25,14;47,90;12625;60,90;24245;19,49;103,76;73,40;181,36;175,24;15,98;32195;18336;415,60;62,30;170,70;471,75;372,40;115,48;;28,41;25775;69,82;42624;31,98;533,00;195,68;32405;167,08;196,78;6,35;105,00;87,70
26.08.2024 00:00:00;134,28;140,82;148,78;157,20;45005;84,48;5133;27595;65,06;45,45;13095;14,64;25,17;48445;12,66;58,00;24425;19,58;106,24;73,40;182,50;177,56;16,00;32045;18038;419,60;62,08;171,35;466,20;370,45;113,34;;27615;25905;69,78;41,7034;32,11;533,60;193,96;32,75;167,72;191,02;6,50;105,60;86,84
27.08.2024 00:00:00;134,42;141,12;147,14;154,78;45,20;85,26;5133;27,49;66,30;45285;13,24;14748;25,33;48175;12,71;59,50;24,37;19625;105,36;73,85;184,60;177,80;16,36;32,47;17,95;422,60;62,76;171,95;464,10;369,85;114,74;;27615;25,73;69,82;41,9811;32,21;534,20;195,04;32495;167,08;187,12;6,64;104,50;86,78
28.08.2024 00:00:00;131,66;141;146,62;153,66;45,27;83,54;5149;27555;67,46;44755;13,24;14652;25,58;48085;12,79;59,50;24,47;19,66;104,86;73,80;184,00;178,60;16056;32345;17,69;426,20;62,13;172,80;464,80;369,50;113,24;;27,33;25,88;69,96;42,2794;32,04;543,60;195,12;32185;168,34;185,08;6,42;102,50;85,60
29.08.2024 00:00:00;131,36;140,28;146;155,46;45655;83,86;5179;27,66;67,20;45,51;13,23;14,70;25,64;48,79;12695;60,70;24455;19,81;107,16;74,05;187,54;180,18;16,28;32,57;18192;426,00;62,12;173,80;467,50;372,90;106,28;;27,99;25,90;70,10;42,4131;32,55;542,60;197,50;32,62;169,36;186,22;6,43;103,00;86,64
30.08.2024 00:00:00;134,52;139,54;147,9;161,50;45,95;84,04;5128;27,85;67,00;45,66;13395;14,81;25,70;48105;12,80;62,00;24,34;20,05;106,74;74,95;188,38;182,70;16,45;32955;19938;433,00;62,57;176,55;471,65;377,55;107,88;;28,44;26,20;71,14;42624;32,67;542,00;198,50;32,44;170,54;193,80;6,36;102,00;87,38
02.09.2024 00:00:00;135,5;137,32;147,66;160,90;45425;83,02;5,12;28075;67,22;45105;13,44;14788;25,97;48415;12,87;60,80;24,30;19955;106,14;75,00;187,84;181,52;16448;32,80;19922;431,00;61,82;174,50;472,15;377,90;107,78;;28,57;26405;69,98;42,4954;32,70;528,00;199,00;32285;170,40;192,02;6,21;102,90;87,22
03.09.2024 00:00:00;124,16;134,24;142,46;159,50;44,10;81,30;4,9755;27,76;66,42;45,24;12,79;14378;25,79;47025;12,86;60,00;23295;19,73;104,80;75,50;186,58;181,78;16084;30,95;18258;429,40;60,40;173,85;463,20;370,65;97,81;;27465;25,64;67,66;41,1223;32,37;518,60;195,98;31,43;167,56;190,90;6,38;101,60;83,42
04.09.2024 00:00:00;127;133,78;141,28;156,64;44525;80,80;4,89;27865;66,48;44,88;12,76;14,44;26,01;46485;12,99;58,90;22995;19,71;102,86;74,05;186,00;184,24;16,08;30185;17546;426,60;60,00;171,55;463,10;369,50;96,00;;27585;25545;66,66;41,2149;32,13;524,40;194,02;30,92;166,52;198,30;6,16;100,10;82,10
05.09.2024 00:00:00;124,88;131,7;141,46;159,96;44835;80,22;4,8705;28995;65,18;44265;12,85;14,96;26,28;46125;13,14;58,90;22,99;19,81;101,88;74,50;182,72;182,18;16,18;30,09;17,47;419,00;60,20;170,35;464,30;367,00;96,40;;27,18;25,67;67,34;41,3331;33,05;513,00;191,76;30,78;165,26;206,95;6,21;101,50;82,90
06.09.2024 00:00:00;121;128,64;136,12;154,70;43405;78,24;4,8115;28,94;64,38;43,70;12645;14602;25,96;45,70;13165;59,50;22,63;19,51;101,50;73,70;178,88;181,32;15992;29,00;17,07;412,40;58,37;167,75;451,15;362,35;92,80;;27,31;25,71;66,10;40,9371;32,68;504,00;190,30;30,10;160,72;190,00;5,99;96,95;80,58
09.09.2024 00:00:00;125;129,78;134,68;158,92;43545;77,70;4,86;28,65;65,18;44085;12965;15,05;26,21;46,46;13,46;57,80;22735;19685;104,46;73,15;182,76;184,14;16242;29365;17292;419,60;58,49;169,30;457,40;367,15;96,44;;31,34;26,61;66,58;42,4954;33,15;508,60;193,56;30595;162,80;195,98;6,27;96,85;80,74
10.09.2024 00:00:00;129,4;131,2;134,9;162,92;42,59;69,66;4,72;27795;64,42;44,30;12,47;14418;26,06;45985;13465;59,20;22,22;19675;100,52;73,10;181,00;186,00;16062;28805;17,22;421,00;55,92;170,35;459,15;376,05;97,98;;31,50;26,97;65,60;42516;33,20;509,40;194,48;29,88;162,66;205,10;6,03;94,25;78,78
11.09.2024 00:00:00;136,16;131,3;137,46;167,80;43,00;71,80;4738;27,20;63,82;44645;14,44;14,19;26,38;46,15;13,49;59,00;22285;19835;99,71;73,35;185,58;190,50;16256;29,40;17846;422,40;56,30;170,65;465,30;384,60;106,10;;31,63;26795;67,48;42,6857;32,94;513,20;197,12;30085;163,14;207,05;5,99;96,00;79,32
12.09.2024 00:00:00;136,26;130,28;139,78;168,90;42,66;71,80;4784;26,89;64,58;44715;15,02;14324;26,60;45,25;13355;58,10;22,63;19755;100,26;72,95;183,22;191,78;16228;29475;17,47;422,20;56,20;168,00;475,35;385,40;107,54;;31545;26345;65,86;42,2486;32,72;520,20;199,30;30,28;164,24;207,50;6,02;97,20;79,00
13.09.2024 00:00:00;137,68;130,48;142,12;168,30;43,70;73,44;4,8195;27,11;64,98;44945;15,65;14644;26,73;45155;13,54;58,10;22745;19,85;100,28;72,85;184,00;193,22;16,44;29735;17738;424,00;56,67;167,75;473,10;388,90;107,38;;32095;26375;67,40;42,7269;33,01;518,80;199,62;30575;163,84;207,80;6,02;98,35;81,90
16.09.2024 00:00:00;136,74;130,28;142,08;166,18;43665;72,94;4,8415;26,78;63,70;45,85;15,69;14,63;26,95;45,60;13,67;59,20;22735;20,08;101,36;72,85;185,28;195,38;16398;29,14;18806;426,60;56,72;165,75;479,15;387,70;104,90;;32635;27,03;67,94;42,6549;32,79;519,20;200,55;30725;163,54;203,80;6,26;97,25;80,30
17.09.2024 00:00:00;135,58;129,82;143,24;168,00;44225;72,80;4,8805;27385;64,44;45,59;15,55;14,92;26,58;46,34;13735;59,30;22,53;20,58;102,58;72,45;183,48;192,30;16358;29785;19324;423,40;56,99;166,00;480,95;391,35;103,84;;32785;26865;68,12;42,3771;32,63;483,60;199,60;30,73;166,16;204,90;5,87;98,05;82,80
18.09.2024 00:00:00;133,68;129,22;143,96;167,92;45,48;74,90;4,89;27,94;63,90;45,53;15,77;14942;26,28;46,73;13,51;57,50;22625;20,48;103,28;72,50;182,88;194,06;16508;30,20;18,70;420,20;57,67;166,40;484,75;387,95;101,98;;32725;26825;68,16;42,2331;32,26;482,40;199,10;30675;166,14;204,85;5,99;99,30;82,50
19.09.2024 00:00:00;140,36;133,84;145,32;170,10;46,70;75,14;4,95;28,87;65,30;45,95;15,58;15226;25,96;47515;13,22;57,40;22,34;20,67;104,04;73,10;183,00;191,40;16642;30,75;18938;420,40;56,21;167,00;501,00;393,45;105,60;;33,00;26,55;68,50;41,9606;31,11;494,90;205,50;31075;169,80;218,40;6,08;98,45;85,50
20.09.2024 00:00:00;139,6;131;146,72;171,70;45985;73,68;4901;28645;61,96;46,60;15305;15186;26,16;46315;13,31;56,60;22,34;20,31;102,86;72,95;181,48;195,00;16,76;29145;19596;422,20;54,94;158,50;503,00;390,45;104,10;;33,37;26335;65,40;41,2046;31,15;488,50;205,25;30,80;166,64;213,75;6,04;96,90;81,68
23.09.2024 00:00:00;140,88;133,52;145,58;174,52;45,33;75,38;4,9545;28505;61,86;46,93;14865;15172;26,23;46695;13,40;57,80;22795;20,34;105,80;73,85;183,20;198,26;16536;29,30;20,30;429,40;56,35;155,75;508,00;390,15;104,60;;34145;26,32;66,50;41,1686;32,01;488,40;207,30;31015;167,50;224,90;6,20;98,25;80,62
24.09.2024 00:00:00;141,7;134,86;145,2;173,56;45545;77,84;4,9555;28,97;61,88;47035;15,16;15238;26,38;47865;13415;55,70;22,82;20,19;104,78;73,90;183,54;197,38;16538;29,65;20435;429,20;56,80;155,95;504,00;384,05;108,08;;33,07;26355;68,24;41076;32,16;484,90;206,60;31,08;169,98;227,50;5,95;100,20;81,04
25.09.2024 00:00:00;145,64;133,02;145,3;172,94;45215;75,66;4785;28,78;61,52;47,25;15,28;15236;26,44;47495;13375;58,40;22375;20,46;103,00;74,05;184,28;198,62;16298;29,41;21,15;428,40;55,80;155,25;510,40;388,15;110,98;;33405;26015;67,86;40,9783;32,09;490,60;200,40;30,59;172,48;230,85;6,31;99,55;80,12
26.09.2024 00:00:00;149,86;134,88;145,5;171,00;45,11;78,62;4,6005;29,13;63,30;47,23;16,44;15518;26,37;48865;13,39;57,80;21,75;20,77;100,96;74,15;185,34;199,60;16,57;30,98;21,44;430,40;57,77;161,05;507,80;386,05;111,04;;33,20;25,92;71,38;41148;33,13;483,20;204,00;29335;181,70;227,35;6,10;102,30;81,94
27.09.2024 00:00:00;147,6;133,44;146,76;168,40;47805;79,28;4,6995;30135;67,20;47585;16,40;15536;26,27;49,07;13405;58,20;22,25;21,18;103,78;75,15;187,16;198,00;16518;32455;21435;430,00;58,26;161,45;508,10;383,20;108,58;;33,05;26,09;72,80;41,5851;33,29;482,00;204,20;29,67;181,70;233,30;6,09;102,50;87,50
30.09.2024 00:00:00;147;131,1;149,1;167,34;47545;79,26;4722;30,42;66,98;47,80;16,45;15,55;26,46;48935;13,35;57,60;22845;20,91;105,06;76,30;185,40;198,26;16344;31,49;20,96;428,80;58,07;158,15;514,50;386,55;108,98;;33365;26,00;71,58;41,6469;32,71;485,00;205,95;29635;181,44;234,95;6,09;100,60;89,10
01.10.2024 00:00:00;144,88;129;150,74;167,32;46,80;77,72;4855;30,33;67,38;47605;16195;15,32;26,51;48995;13295;59,20;23505;21,06;108,40;73,90;186,14;198,64;16066;30585;20575;428,20;57,19;155,55;520,70;379,85;105,80;;33,07;25,91;70,92;41,6057;32,30;514,00;203,95;30,23;179,10;232,85;6,07;98,20;89,46
02.10.2024 00:00:00;144,8;127,64;150,24;167,32;47085;77,48;4916;30445;66,54;47,59;15985;15,38;26,25;49635;13195;56,30;23995;21,00;110,00;75,00;184,96;198,94;15,98;30,57;20,25;430,20;57,59;156,55;518,30;377,65;107,48;;33,92;25,87;70,76;40,9937;32,25;518,20;203,50;30765;180,08;225,40;6,48;97,85;93,20
03.10.2024 00:00:00;147,3;126,68;150,36;165,40;47325;76,48;4,8715;29,80;66,10;47685;16,06;15284;26,20;49435;13,08;57,50;24,20;20,86;110,82;73,95;183,34;200,35;15,80;29,74;20,12;425,40;56,82;156,05;525,90;377,40;111,50;;35075;25,72;68,92;40,7109;32,01;514,60;200,40;31,00;179,28;216,40;6,58;96,20;93,12
04.10.2024 00:00:00;155,74;127,76;152,36;169,90;48215;77,76;4,9915;29,90;66,76;48025;16545;15822;26,35;50,24;12,93;57,80;24,65;21,14;113,46;73,90;185,64;205,80;16046;30425;20,59;426,60;57,44;154,55;543,00;379,25;113,68;;36475;26,00;70,36;40,7726;31,71;518,60;200,90;31205;183,14;227,65;6,50;98,85;92,52
07.10.2024 00:00:00;155,9;126,78;148,4;164,80;48175;77,54;5077;29,63;65,58;47,79;16725;15928;26,47;49685;12,70;58,90;24,05;21,10;114,32;74,30;185,52;207,10;16106;30,40;20425;422,40;57,29;152,15;533,00;373,00;116,26;;35535;26575;70,56;40,8034;31,40;505,00;198,94;32,06;182,70;219,50;6,58;98,95;92,32
08.10.2024 00:00:00;157,56;126,2;149,7;166,44;46685;76,36;4,8805;29,20;64,58;48075;16,74;15822;26,60;48465;12,86;58,60;23,19;20,86;111,32;74,00;188,56;209,00;16044;30075;21,27;428,40;56,55;155,40;539,90;378,00;121,08;;37,72;26605;68,52;40,7006;31,39;503,80;206,30;31,13;180,30;222,65;6,65;97,20;89,48
09.10.2024 00:00:00;156,56;127,7;147,98;169,42;47535;77,04;4897;27,32;64,98;49,00;16745;16002;26,70;49105;12835;57,90;22,80;21,21;111,66;75,10;195,56;214,50;15,63;30,60;21,43;429,80;57,13;155,65;540,00;381,80;121,20;;39,50;27,58;69,40;41,7137;31,64;497,90;208,75;31,11;184,52;220,30;6,65;98,15;91,32
10.10.2024 00:00:00;150,3;128,3;148,32;170,76;47205;76,50;4,9215;26,77;65,12;48,97;16,65;16086;27,30;48985;12835;59,70;23395;21,04;112,70;75,00;195,00;213,25;15776;30,42;21265;428,20;57,13;154,75;534,00;380,50;123,24;;39795;26,86;69,50;40,7006;31,30;483,50;205,60;31,43;183,42;218,15;6,45;97,40;91,04
11.10.2024 00:00:00;153,48;133,1;149,5;172,78;47,19;76,28;4,8985;26,39;65,04;49,60;16645;16,21;27,14;49,49;12905;62,00;23,48;21,04;113,18;75,65;196,10;213,50;15978;30495;21585;433,00;58,10;157,80;539,70;380,90;123,24;;39,69;26,67;71,18;41,0811;31,72;473,70;208,25;31375;185,32;199,20;6,61;97,25;91,12
14.10.2024 00:00:00;151,6;135,8;151,26;172,04;46425;76,28;4,9295;26235;65,16;49825;16,68;16052;27,60;49,04;12,91;63,00;23,54;21,09;113,90;75,50;199,02;216,20;15902;31115;21,56;437,80;58,00;159,35;541,40;384,45;126,60;;39,76;26705;69,58;41,3486;31,98;485,50;212,65;31285;185,48;200,70;6,76;96,95;88,42
15.10.2024 00:00:00;144,02;134,84;151,9;172,34;45895;75,10;4,73;26565;64,48;49,68;16,50;15842;27,97;48535;13185;63,00;22,58;20,74;110,52;76,10;201,25;214,20;15912;30405;20,85;441,40;57,21;157,60;538,50;384,15;120,60;;38,98;27,02;68,46;41,9349;31,83;484,30;210,50;30,46;182,82;201,50;6,47;95,90;86,02
16.10.2024 00:00:00;143,8;136,58;152,18;172,22;46275;74,82;4,7675;26,68;64,02;51,86;16585;16112;28,26;48,80;13295;66,30;22415;21,10;111,40;76,05;200,35;215,00;15862;30,40;20565;446,00;57,00;154,50;530,80;383,25;124,94;;38695;27335;67,44;41,1943;31,72;483,70;211,70;30,70;181,52;203,85;6,44;96,15;85,44
17.10.2024 00:00:00;144,3;141,58;150,56;173,24;45,92;75,46;4,8245;26345;63,92;52,00;16815;16162;28,14;48,80;13,06;66,70;22,61;21,19;111,12;76,80;201,75;215,10;15998;30,66;20,75;449,40;56,80;165,00;533,00;384,90;126,62;;38,82;27075;66,66;40,7057;31,52;485,90;211,65;31075;183,54;204,15;6,58;94,40;84,80
18.10.2024 00:00:00;143,42;140,26;150,36;173,96;46905;75,58;4833;26,49;64,42;52,23;16655;16222;28,20;48945;13035;68,00;22455;21,12;110,40;76,70;204,00;213,40;15992;30,80;20975;448,00;57,40;164,60;530,00;384,70;127,00;;39,58;26,89;67,82;40,4897;31,48;487,90;212,20;30,94;185,06;203,35;6,26;96,45;85,42
21.10.2024 00:00:00;146,12;138,94;151,44;174,78;46,50;74,60;4876;26125;63,52;52,36;16,28;16154;27,96;48355;12,97;65,90;22615;20,82;111,08;75,80;204,75;214,00;15934;30,15;21,11;447,00;56,93;161,15;531,20;387,15;132,66;;39495;26725;67,94;40,0114;31,58;490,60;212,60;30,97;185,50;202,40;6,38;95,40;85,14
22.10.2024 00:00:00;143,04;141,68;153;175,70;46435;75,32;4,8915;25,99;62,22;52,51;16395;16,29;27,62;48,15;12,76;68,70;22,96;20,57;111,84;74,45;206,00;215,80;15688;29805;20,80;446,20;57,37;162,25;539,40;395,90;133,00;;39,81;26755;67,34;40,1297;30,92;494,40;215,00;31,10;183,66;201,85;6,43;96,20;84,82
23.10.2024 00:00:00;141,48;140,54;150,76;171,34;46,04;75,46;4,8375;25,63;61,38;52,12;16,30;16104;27,52;47,78;12,90;67,50;22,38;20,43;111,22;74,30;203,85;216,25;15566;30235;20,38;444,20;57,50;159,30;522,30;393,65;129,46;;39425;26755;67,36;40,0937;30,72;492,40;218,35;30,77;179,80;198,20;6,68;95,35;85,00
24.10.2024 00:00:00;141,7;140,62;150,46;172,26;45985;76,14;4,83;25,80;61,50;51,64;16235;15818;28,10;47,04;12875;65,30;23,14;20,59;110,60;73,75;193,42;201,80;15578;30765;20,65;437,60;58,38;155,80;524,40;392,40;129,68;;40,19;26,45;69,30;39,6977;30,75;502,20;220,30;30,77;179,32;240,40;6,35;98,10;86,36
