Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);BMW (EUR);BP (EUR);Bayer (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);E.ON (EUR);Einhell Ger  Vz I (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);NVIDIA (EUR);Novartis (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);RWE (EUR);Rheinmetall (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
08.12.2022 00:00:00;66,71;110,1;88,75;85,60;47,05;82,62;5383;53,02;60,26;46355;7,74;10,00;19298;47765;9,10;;34275;18185;98,51;63,50;201,60;140,00;11188;31,43;26,91;314,55;63,30;174,45;109,24;234,25;16246;;6722;48,82;101,70;49,5517;41,75;197,45;101,94;26,79;132,36;164,30;5,96;178,50;119,30
09.12.2022 00:00:00;65,21;110,4;88,16;84,66;47,50;84,40;5343;52,72;59,90;46,28;7892;10,07;19318;47,70;9184;;34005;17,93;98,04;62,80;202,80;139,78;11,35;31,06;26,85;317,40;64,52;178,85;110,20;233,00;16134;;6735;49,20;100,85;49,9122;42,30;196,70;101,78;26,48;132,80;169,98;5,76;177,40;121,90
12.12.2022 00:00:00;67,08;113,04;88,56;85,96;46,98;84,59;5412;52,70;59,54;46,70;7838;10,07;19198;48,50;9112;;34435;18,15;100,64;61,50;203,00;141,48;11362;31,39;27235;316,70;64,55;182,85;108,76;239,50;16,63;;6924;49,48;102,55;50,0607;42,35;200,20;102,32;26725;134,48;159,26;5,83;174,60;119,60
13.12.2022 00:00:00;67,62;112,82;89,94;86,97;47565;84,20;5458;52,41;59,18;46465;7832;10258;19224;48375;9,22;;35,50;17735;101,30;61,50;201,50;142,00;11556;32,40;27045;319,45;64,60;187,15;112,96;241,95;17,02;;7071;50,00;103,70;49944;42,47;196,95;103,30;26925;134,64;151,56;5,95;173,85;124,60
14.12.2022 00:00:00;64,65;112,04;88,98;85,99;47,20;83,51;5,45;51,90;58,42;46,17;7742;10034;19076;48,43;9208;;34815;18,29;99,88;62,05;202,35;140,00;11304;31,75;26,49;323,15;64,00;190,50;113,80;241,15;16582;;6905;51,10;102,10;49329;42,39;197,75;102,86;26,57;132,20;146,94;6,07;175,25;122,35
15.12.2022 00:00:00;62,7;111,42;85,48;83,27;45,94;82,81;5,37;50,72;56,60;45335;7698;9684;18906;46595;9042;;34,53;18135;98,50;61,50;197,20;133,76;11058;30525;25575;320,95;62,51;181,80;109,10;234,55;15952;;6,63;50,40;98,12;49,4457;41,92;200,60;99,80;26,48;128,06;148,48;6,34;172,85;122,10
16.12.2022 00:00:00;61,87;110,32;85,28;82,97;46115;82,94;5,28;48915;56,56;45215;8106;9883;18988;46475;9008;;34,00;17,85;99,44;60,95;197,44;132,08;11234;29,79;25,45;309,25;62,08;180,55;112,60;230,50;15,70;;6517;48,50;94,20;49223;41,66;200,40;99,19;26,05;126,70;141,78;5,70;171,45;124,80
19.12.2022 00:00:00;60,66;110,48;83,47;80,23;45295;83,62;5382;49,03;57,00;44,60;8198;9933;18898;46,32;9098;;34295;17,79;99,03;61,10;199,92;129,90;11272;29,28;25,27;311,00;62,30;179,90;108,02;226,90;15352;;5992;48,44;97,46;48714;41,39;183,55;98,20;26,07;127,42;141,44;5,74;158,00;124,60
20.12.2022 00:00:00;61,2;111,18;83,88;80,28;45,97;83,39;5363;49,57;58,14;44645;8,95;10,51;18978;46,74;9,06;;34425;17695;100,50;60,90;199,88;133,12;11418;29415;24,94;308,65;62,28;178,40;110,30;227,80;15148;;5946;48,36;93,02;49,1487;41,61;179,25;98,30;26375;128,26;129,82;5,90;152,80;124,75
21.12.2022 00:00:00;63,6;112,9;84,4;81,75;46,47;83,86;5,49;49,14;58,82;44,99;8846;10,66;19114;47,96;9198;;34805;17,77;101,80;61,05;202,65;133,80;11598;29805;25,24;310,30;62,87;180,50;112,86;230,35;15544;;6118;48,66;94,72;49,5411;41,72;188,00;98,67;27095;129,44;129,68;6,19;151,55;123,70
22.12.2022 00:00:00;60,35;111,58;82,82;79,13;46005;83,59;5404;48,92;58,56;44465;8828;10638;19034;46655;9,13;;34555;18095;99,78;60,55;202,00;131,98;11546;28,94;24,51;309,65;61,43;179,05;110,16;224,95;14,46;;5967;48,66;92,40;49276;41,95;192,10;97,97;26745;128,66;118,28;5,72;146,50;122,85
23.12.2022 00:00:00;60,83;111,42;83,98;80,28;46,39;83,98;5,48;48,70;59,18;44645;8952;10,72;18,90;47785;9126;;35025;17,75;102,20;61,30;202,25;133,42;11568;28715;24565;308,85;61,33;180,35;111,16;224,65;14316;;5912;48,74;92,50;49,0427;41,40;187,20;97,12;27215;128,76;116,00;5,79;149,25;123,15
27.12.2022 00:00:00;59,5;112,64;82,16;78,05;46565;83,82;5486;48,45;59,40;44,78;8926;10708;18968;48175;9184;;35,02;17,93;103,52;61,15;202,40;133,56;11,59;28475;24,38;310,30;62,00;179,80;109,76;222,65;13276;;5623;47,98;94,48;48873;41,53;190,70;97,20;27,20;129,32;102,56;5,79;147,50;122,10
28.12.2022 00:00:00;58,96;111,54;81,14;77,20;46355;83,21;5438;48,58;59,64;44295;8852;10584;18914;47435;9,14;;34,21;18,14;101,98;60,05;201,50;132,08;11,43;27905;24,07;309,85;61,35;179,95;109,00;221,25;13246;;5715;47,90;93,16;49,17;41,24;193,30;95,80;26,62;127,82;106,24;6,11;144,75;120,15
29.12.2022 00:00:00;61,04;111,6;82,85;78,88;46,70;83,81;5415;49245;59,86;44,58;8804;10,68;18984;47635;9348;;34,18;18065;102,50;60,65;200,95;132,32;11528;28785;24595;307,35;61,80;183,50;112,70;226,00;13,71;;6004;48,10;95,06;50,1349;41,70;192,40;97,14;26,67;130,18;114,08;5,81;148,95;120,45
30.12.2022 00:00:00;59,89;111,3;82,02;78,15;46,50;83,39;5,37;48,54;59,78;44255;8814;10,63;18676;47235;9,33;;33685;18065;101,90;60,45;199,66;131,86;11454;28495;24415;309,85;61,45;181,90;111,14;223,55;13498;;5911;47,84;95,00;49,8274;41,73;186,85;96,41;26,52;129,40;112,20;5,77;148,55;119,30
02.01.2023 00:00:00;61,66;113,62;83,9;80,67;48,15;85,46;5455;49465;63,40;45,52;8906;10936;18,91;48,21;9496;;33,93;17,93;104,66;60,20;201,75;133,40;11714;28915;25,60;305,15;63,69;179,15;114,00;227,20;13972;;6159;48,30;95,55;48,5867;41,63;196,25;97,13;27,15;130,02;114,74;5,79;153,95;123,10
03.01.2023 00:00:00;60,75;114,56;84,45;81,40;49,09;85,51;5439;49,54;63,66;45,48;9,27;11,09;19,10;48,01;9658;;31165;18,50;100,66;61,15;202,10;134,00;11938;29,17;25295;300,35;64,18;184,65;118,20;227,10;13,54;;6049;48,52;94,60;49,9652;39,95;200,00;98,34;26,62;131,12;102,46;5,91;155,95;122,85
04.01.2023 00:00:00;60,98;115,12;83,16;80,24;50,89;87,96;5308;49,67;63,76;44,72;9,52;11,71;19,26;49205;9,95;;29995;18,65;100,04;61,40;198,46;133,76;12,26;30,00;26045;301,55;65,94;190,85;120,00;216,20;13924;;6,21;47,08;95,30;50,5485;38,52;198,85;100,82;26085;134,66;107,20;5,75;159,40;115,45
05.01.2023 00:00:00;59,33;115,42;81,92;79,03;51,50;88,70;5359;49805;64,64;44,59;9,43;11,56;19548;50,40;9762;;30,59;19,68;103,72;62,80;194,78;134,28;12284;29705;26,23;299,25;66,50;185,85;120,52;211,35;13528;;6,03;47,22;95,65;50,0395;39,09;204,00;100,66;26,39;134,78;104,94;5,75;159,80;112,05
06.01.2023 00:00:00;60;116,5;82,1;80,84;52,70;89,58;5391;50,59;65,32;45,42;9,50;11,60;19774;51,68;9,86;;29985;19595;103,82;61,85;197,04;135,00;12,34;30,68;26985;289,00;66,45;188,20;122,22;211,20;13948;;5,99;47,68;95,40;49,9228;39,23;212,00;102,28;26795;135,94;106,14;6,06;159,95;114,30
09.01.2023 00:00:00;62,7;116,78;82,06;81,40;52,48;89,90;5,40;51,86;65,96;45285;9,51;11,60;19,80;51,58;9,80;;29,25;19,93;101,12;61,05;197,88;133,92;12256;30,95;27,25;298,15;67,10;191,55;120,56;211,65;14564;;6069;45,02;99,00;49,5623;39,11;212,40;103,92;27065;137,80;111,56;6,14;161,00;117,50
10.01.2023 00:00:00;63,47;115,14;82,36;83,68;51,92;90,60;5,38;54,74;65,74;45,40;9474;11742;20,05;52,71;9,92;;29,01;19875;102,46;61,50;196,64;134,46;12,26;30915;27,40;300,80;67,90;193,35;123,72;213,05;14824;;6235;44,26;101,90;49838;39,53;212,40;105,18;27,15;138,80;110,58;6,04;160,50;117,55
11.01.2023 00:00:00;64,17;114,32;85,08;88,44;52,25;92,00;5425;56,07;67,64;45,62;9,32;11748;20115;53,62;9938;;28,50;19,38;103,50;61,90;196,62;134,56;12384;31305;27,71;301,15;68,43;201,70;123,52;219,15;14876;;6495;44,06;102,80;49,7744;40,46;209,70;106,46;27295;140,54;114,48;5,89;163,40;127,60
12.01.2023 00:00:00;65,33;116,48;83,99;87,82;53,18;93,30;5441;56,50;67,22;45,10;9,43;11,81;20,41;53,84;10015;;29,15;19,32;104,34;61,40;199,90;134,20;12518;31635;27,93;306,30;69,05;196,90;126,04;219,95;15232;;6465;43,86;104,70;49,2124;41,70;213,00;106,90;27,45;142,44;113,96;6,30;166,00;131,80
13.01.2023 00:00:00;65,49;116,82;85,07;90,54;52,78;91,95;5459;57,44;66,92;45,18;9456;11726;20,33;54,32;9954;;29,20;19695;104,46;61,15;198,42;134,72;12,67;31,81;27,74;302,50;67,30;197,35;126,40;220,85;15594;;6432;44,20;104,10;49,3078;42,41;212,30;107,94;27535;142,90;112,90;6,24;162,60;134,35
16.01.2023 00:00:00;65,84;115,44;85,3;90,94;52,96;91,78;5438;57,45;67,34;45265;9474;11828;20,49;54,13;9958;;28,39;19,80;103,62;61,95;200,75;135,90;12,54;31,64;27995;308,25;67,28;199,95;126,44;221,75;15638;;6539;44,14;103,10;50,1137;41,70;216,80;106,50;27,30;142,00;112,52;6,18;161,35;132,45
17.01.2023 00:00:00;66,36;116;84,58;89,01;50,76;91,89;5499;56,98;68,34;44385;9,59;11932;20,62;53,23;9876;;28,75;19855;104,70;61,65;198,14;134,46;12494;32,22;27435;305,25;67,20;197,70;125,38;222,70;16,40;;6556;42,72;106,10;49,5199;41,35;222,40;107,44;27535;144,66;121,80;6,61;163,20;138,90
18.01.2023 00:00:00;65,33;117,6;84,43;88,44;52,53;91,01;5501;56,00;67,74;43605;9,86;11,89;20205;52,55;9,80;;28605;19,95;102,60;62,60;190,00;130,10;12,22;32,32;26755;306,20;67,21;192,50;123,22;218,50;16,09;;6,38;41,78;103,60;49,1381;40,71;221,50;108,10;27,18;144,20;119,40;6,68;161,40;140,10
19.01.2023 00:00:00;62,48;116,76;86;86,46;52,55;90,22;5468;55,84;66,50;42945;9,52;11,82;20,25;52,48;9878;;28745;20,02;103,02;61,75;187,36;129,90;12,17;31,53;26265;301,45;66,10;189,60;125,78;214,00;15478;;6227;41,58;104,50;49,3502;41,11;224,50;106,70;27,28;141,58;117,50;6,50;157,65;136,40
20.01.2023 00:00:00;64,48;118,84;90,33;89,54;52,30;90,52;5,46;56,58;67,50;43075;9592;11982;20235;52,96;9,88;;28945;19,93;104,42;61,40;186,42;129,96;12398;31405;26,92;300,10;66,31;188,30;128,32;221,20;16,42;;6,48;41,50;103,30;49,0427;41,60;224,20;107,70;27,05;142,60;122,80;6,74;159,25;133,60
23.01.2023 00:00:00;70,4;118,98;91,82;89,72;52,70;91,67;5442;56,19;67,78;43,65;9,68;11,96;20,30;53,50;9938;;28755;20,11;103,86;61,35;187,98;130,48;12668;32,21;27,86;301,95;67,57;192,10;131,94;223,30;17,65;;6805;41,42;104,20;49,2124;41,62;223,80;107,50;26945;143,62;132,26;6,46;161,40;134,00
24.01.2023 00:00:00;68,78;120,84;89,79;88,52;53,03;91,99;5409;55,57;67,90;44,07;9,71;11962;20,20;53,35;10105;;28,25;20,23;104,72;61,20;190,34;129,78;12804;31875;27495;300,50;67,97;190,45;131,50;222,40;17692;;6,45;41,12;102,90;48,5973;42,19;227,60;106,98;26,73;143,28;132,34;6,11;158,85;135,10
25.01.2023 00:00:00;68,48;120,7;87,3;89,02;52,99;91,99;5,44;55,65;68,68;44,01;9632;11,94;20,27;53,06;10,13;;27485;20,20;103,44;60,65;189,28;128,80;12868;32,30;27,18;300,85;67,94;191,70;129,56;220,25;17712;;6621;41,26;104,40;48,6716;43,08;223,70;106,50;26,63;143,10;132,30;6,25;159,25;131,95
26.01.2023 00:00:00;68,95;120,86;89,42;91,03;52,70;92,51;5535;56,09;69,78;44,30;9,98;12194;20,36;53,24;10,08;;27,81;20,37;108,00;60,90;192,10;123,52;13098;33,72;27,60;299,55;68,45;193,55;135,18;227,85;18,18;;6643;40,56;105,20;48,6186;42,03;230,00;104,98;26,90;144,36;147,16;6,24;161,10;137,60
27.01.2023 00:00:00;69,67;116,76;91,4;94,11;52,65;92,95;5566;56,25;70,10;44715;10,10;12344;20,25;54,40;10085;;28125;20,35;106,98;60,40;192,46;123,74;13146;34,20;25,89;302,00;69,09;189,75;139,60;228,30;18768;;6944;40,34;105,90;47,9717;41,34;228,70;104,44;27,03;144,26;163,54;6,42;160,70;135,05
30.01.2023 00:00:00;66,72;113,86;89,41;92,63;52,75;91,59;5555;56,87;69,10;44505;10,20;12278;20,37;53,39;9,95;;27,90;20,48;104,68;61,55;191,34;124,52;12,99;33,22;25,84;298,35;67,74;193,45;135,52;223,75;17674;;6,80;40,12;106,40;47,7278;40,97;226,80;107,00;26,93;142,80;153,72;6,40;160,00;135,45
31.01.2023 00:00:00;68,96;115,16;90,86;94,83;52,60;93,10;5531;57,20;68,60;44585;10465;12,28;20,46;54,33;9974;;28,19;20,30;106,76;61,55;190,96;123,74;13322;33,12;26,00;299,50;68,45;190,65;136,92;227,90;17956;;7143;40,70;109,30;47,6536;41,02;215,50;108,76;27,06;143,28;159,34;6,46;162,00;138,90
01.02.2023 00:00:00;76,99;117,18;91,36;95,72;53,00;95,32;5,53;56,90;69,14;44325;10565;12298;20545;54,91;10,07;;27,75;20,46;104,42;61,15;188,70;122,78;13362;34,00;26445;304,20;69,86;184,15;139,24;229,70;19068;;7458;39,94;110,10;47,3567;40,95;220,00;109,60;26,66;143,80;164,98;6,16;163,60;146,15
02.02.2023 00:00:00;80,8;117,04;98,66;103,32;53,70;97,40;5405;56,76;70,90;45085;10,10;11542;20585;54,84;10085;;26,84;20,70;101,90;61,25;189,88;124,90;12,74;36,01;27,65;301,60;71,93;183,60;173,00;242,50;19,90;;8199;40,68;117,60;48,1202;41,12;225,50;112,52;26,37;143,40;172,38;6,27;168,40;149,10
03.02.2023 00:00:00;79,72;116,8;97,37;95,81;53,87;96,96;5425;56,64;70,88;45035;10,06;11502;20,19;55,55;10005;;27145;21,29;103,54;61,05;187,22;126,80;12,62;36,19;28085;304,95;71,57;185,95;172,76;239,65;19,56;;7815;40,78;114,50;48767;40,64;226,90;111,56;26905;144,34;175,96;6,18;168,00;147,75
06.02.2023 00:00:00;77,92;115,7;95,91;95,17;53,03;97,15;5,42;58,39;70,16;44,30;10135;11378;20,13;56,00;9,92;;27,08;21,51;104,18;60,95;189,72;127,00;12456;35825;26,73;300,20;71,80;185,05;173,36;239,35;19674;;7761;40,82;111,30;48,3747;40,87;225,80;111,62;26,94;143,46;181,70;6,03;164,80;146,20
07.02.2023 00:00:00;80,27;113,02;100,34;95,34;53,25;97,49;5824;59,19;70,10;44,65;10,20;11,61;20,20;56,44;9,80;;27,62;21,19;107,12;61,85;189,62;126,74;12,44;36425;27135;300,60;72,36;183,75;178,48;249,70;20705;;7723;40,70;113,00;48,7776;40,70;225,50;111,40;27,80;142,22;183,50;6,17;166,10;145,60
08.02.2023 00:00:00;78,92;112,92;92,73;93,42;52,80;97,33;5,98;62,60;69,90;43905;10265;11692;20195;55,97;9932;;29,50;21,10;106,58;61,70;188,50;127,18;12732;35615;26,37;314,15;72,30;185,85;171,24;248,90;20725;;7639;41,02;114,30;49,0851;40,73;225,50;110,00;27,65;144,88;187,98;6,20;164,75;144,90
09.02.2023 00:00:00;77,64;113,42;88,6;91,55;52,71;98,64;6143;60,35;71,06;43,27;10355;11636;20145;55,16;9922;;29,60;20,88;106,60;61,80;185,82;124,58;13104;36,15;25,84;313,00;72,68;184,85;166,02;245,65;20815;;7421;40,32;114,30;48,8837;40,10;226,10;110,20;27,74;148,84;193,02;6,33;165,00;143,35
10.02.2023 00:00:00;76,2;114;88,54;91,36;51,68;98,00;6345;59,10;69,84;44195;10185;11344;20155;55,98;9998;;31,06;20,56;111,66;62,35;188,00;126,96;13026;35325;26,03;310,40;72,01;184,15;163,00;246,50;19,92;;7046;41,12;113,20;48661;40,13;230,30;109,64;28,85;146,12;184,20;6,23;163,85;141,35
13.02.2023 00:00:00;77,56;115,88;88,23;92,78;52,00;97,87;6307;59,73;69,98;44,46;10,19;11438;20,37;56,37;10005;;30605;20,22;109,88;63,20;188,88;127,90;13,11;35885;26,55;311,25;71,47;186,05;167,00;252,65;20,30;;7074;41,00;114,20;48,5337;39,96;236,40;110,00;28745;146,00;181,38;5,98;164,00;140,00
14.02.2023 00:00:00;79,98;116,96;88,24;92,90;51,48;98,22;6349;60,67;71,72;44445;10115;11,58;20,64;55,81;10065;;30,25;20,43;108,62;63,95;187,10;126,70;13094;36075;26685;312,00;72,00;188,05;167,26;253,55;21,39;;8,62;40,74;114,40;48,1626;39,74;238,10;110,26;29145;146,00;194,76;6,47;169,15;139,30
15.02.2023 00:00:00;79,53;119,2;90,59;94,50;51,73;99,35;6339;60,35;73,40;45395;10,30;11,48;20,65;55,76;10,05;;30,02;20,31;108,26;64,05;188,12;127,26;13034;36345;26,97;310,95;72,50;187,75;164,90;251,75;21,26;;9477;40,62;115,30;48,2474;39,23;241,50;111,06;29,09;148,90;200,05;6,37;167,75;141,80
16.02.2023 00:00:00;75,19;123,92;89,45;91,92;52,20;98,98;6379;59,44;73,74;47,87;11455;11,77;20565;54,90;10005;;29715;20,22;108,48;63,35;188,52;126,70;13226;36,03;26,47;311,30;73,88;184,70;161,52;245,65;20635;;9066;40,26;114,50;47,5052;39,18;248,10;109,98;29025;147,00;189,30;6,36;169,05;143,25
17.02.2023 00:00:00;73,5;125,98;88,24;91,00;52,30;99,94;6,26;59,46;73,10;47535;11,34;11846;20,79;54,43;10,17;;28865;20,19;104,00;64,10;186,24;126,30;13188;35295;25,84;304,50;74,69;184,50;161,28;241,25;20,00;;8589;40,44;114,70;47134;39,60;250,40;109,96;28,46;145,58;194,58;6,10;167,75;142,40
20.02.2023 00:00:00;73,63;123,1;88,49;91,29;53,14;99,80;6281;58,86;73,30;47305;10985;11,63;20895;54,84;10,16;;29,24;19,98;104,40;64,65;188,18;126,00;13,16;34925;25995;300,75;75,35;184,60;165,72;241,15;20,03;;8745;40,14;114,10;47,1446;39,82;252,50;108,54;28,41;144,22;194,10;6,33;167,40;145,15
21.02.2023 00:00:00;71,99;122,4;86,25;88,89;52,21;98,13;6232;59,10;72,70;46555;11175;11512;20,94;53,42;10245;;28,90;20,47;104,56;64,55;185,12;123,72;13066;34175;24495;303,50;74,38;183,45;161,50;237,05;19402;;7941;40,20;112,80;46,8795;40,33;258,00;107,74;28105;143,64;185,58;6,05;165,00;145,15
22.02.2023 00:00:00;71,84;122,96;86,47;90,38;52,30;98,25;6101;59,05;72,00;46375;10665;11458;21165;53,44;10245;;28805;20,26;103,50;66,00;183,70;123,04;12844;34,21;24045;304,30;74,22;183,10;161,26;236,85;19,55;;7899;39,98;114,00;46,2433;40,21;248,90;108,30;27,77;144,16;189,22;5,93;165,75;154,00
23.02.2023 00:00:00;75,13;124,48;85,75;90,45;52,20;100,10;6,24;60,25;72,74;46385;10,70;11454;21,26;54,00;10,40;;29515;20,29;104,92;64,55;183,92;123,38;13026;35015;24175;310,90;74,60;184,05;162,50;240,60;22285;;7741;39,90;114,20;46,6781;40,23;246,20;108,94;28,38;146,56;190,52;6,05;169,55;159,75
24.02.2023 00:00:00;74,1;122,14;84,59;88,70;48415;97,58;6231;58,93;71,52;45855;10,62;11352;20965;54,49;10,38;;29,71;20,51;104,52;65,40;181,58;123,58;12954;33665;23805;312,60;72,00;182,00;161,46;236,30;22045;;7665;39,62;111,80;46,1054;40,10;244,30;107,10;28,66;141,96;186,56;6,06;163,70;153,50
27.02.2023 00:00:00;74,3;123,78;84,72;88,38;48075;98,26;6332;58,99;72,48;45945;11,13;11,57;21,30;53,80;10,40;;29435;20,20;104,12;65,35;181,04;122,98;13,12;33705;23,49;329,00;72,70;183,75;159,68;235,75;22155;;7566;38,44;113,00;46,1903;40,09;244,90;108,42;28845;143,70;195,70;6,17;164,85;152,35
28.02.2023 00:00:00;74,35;124,1;85,23;89,24;48,60;97,92;6,29;56,25;71,60;45,81;11,53;11788;21285;54,15;10,36;;28,93;20,37;103,80;65,70;181,30;122,50;13206;33555;23,59;325,50;72,80;179,40;165,50;236,50;21,97;;7407;38,26;114,00;45,8722;40,22;240,80;107,40;28775;144,62;194,80;6,10;168,05;149,10
01.03.2023 00:00:00;73,45;122,8;84,8;86,37;48,60;99,43;6,28;56,56;70,86;45,11;11,31;11628;21,18;54,46;10,09;;28,88;20,29;104,32;64,90;180,56;120,16;13,26;33705;23,74;329,50;73,27;177,50;162,58;231,05;21345;;7,22;37,72;112,90;45,2253;39,30;247,30;106,98;28955;145,46;190,14;6,10;167,60;149,85
02.03.2023 00:00:00;75,8;123,46;86,76;86,92;48575;99,35;6335;56,89;71,82;45,76;11,30;11,51;21265;55,26;10235;;29,40;20,33;104,92;65,26;183,50;121,75;13234;34,00;24,73;331,5103;73,80;179,15;164,68;236,75;21,97;;7534;38,35;112,70;45,6919;39,45;247,90;108,28;29,37;144,98;180,04;5,97;166,00;150,30
03.03.2023 00:00:00;76,76;123,94;88,15;89,20;49,18;101,30;6,29;57,79;72,42;46415;11,63;11704;21,25;54,98;10255;;29,56;20,34;106,06;65,55;185,30;121,96;13,43;34,40;24,80;341,35;75,40;179,75;174,24;240,20;22,46;;7839;38,62;114,90;46,0418;39,35;249,50;109,46;29,28;147,00;185,90;6,00;181,60;156,50
06.03.2023 00:00:00;76,04;123,68;89,15;88,00;48345;101,02;6307;57,61;72,60;46,29;11,99;11,72;21405;53,29;10,31;;29,11;20,94;106,44;64,85;185,66;121,80;13498;34,84;24,34;335,85;75,78;177,50;173,00;240,35;22,03;;7741;38,44;114,70;46,1161;38,80;256,00;111,98;29305;147,10;181,60;6,15;180,10;156,15
07.03.2023 00:00:00;77,85;123,88;89,01;88,66;48,03;100,88;6254;57,05;73,50;46,18;11775;11,53;21,39;52,72;10,30;;28,75;20,83;105,62;62,65;185,22;121,50;13218;34,28;24175;336,30;75,00;177,95;174,98;240,70;22,07;;7843;38,20;115,50;46,1054;38,75;255,40;110,42;29,08;147,56;178,04;6,00;178,70;155,10
08.03.2023 00:00:00;80,99;123,64;89,25;89,02;48405;101,22;6277;58,33;71,18;46,49;11925;11,64;21,57;53,38;10285;;28345;20,72;104,02;63,25;184,70;121,22;13256;35,61;24,60;337,60;75,37;175,50;175,46;240,20;22925;;7732;38,06;118,00;46,0524;38,82;259,70;111,36;29,07;149,70;172,50;6,03;179,50;153,45
09.03.2023 00:00:00;79,56;123,12;87,3;87,19;47,60;98,79;6,23;57,70;69,20;46,29;11,49;11286;21,48;51,94;10,16;;27,87;20,49;103,24;63,55;182,64;119,44;12764;35,27;25045;327,05;74,01;172,40;172,02;239,30;22,18;;7282;37,32;114,60;46,0206;38,48;256,00;109,78;28,79;149,70;163,50;6,09;177,15;152,75
10.03.2023 00:00:00;77,63;120,72;85,15;85,33;47,15;97,20;6,12;57,25;69,20;45455;11095;10476;21,43;50,55;10,23;;27,93;20,03;100,96;62,70;181,92;117,72;12278;35115;25635;320,55;73,60;173,05;168,68;233,75;21,57;;6905;37,02;113,10;45851;38,48;252,10;108,80;28,40;145,80;163,00;5,90;173,95;148,70
13.03.2023 00:00:00;75,8;117,8;85,2;86,40;46095;95,16;5925;56,30;67,46;45195;10,04;10168;21,40;48915;10,15;;27,29;20,00;99,63;62,35;180,52;117,28;11748;34,34;25,09;312,95;71,93;169,70;168,42;237,35;21445;;7337;37,36;109,70;45,7237;38,48;248,00;107,00;27,58;141,10;162,40;5,80;172,00;146,45
14.03.2023 00:00:00;81,57;121,98;87,44;88,40;46,44;96,10;5934;57,50;68,42;45605;10385;10512;21,62;48965;10,34;;26855;19,40;100,00;63,25;179,86;115,92;11,89;34995;26,14;318,55;73,00;170,25;180,98;242,95;22385;;7362;37,12;114,50;45,5328;39,59;257,00;109,60;27695;144,98;171,58;5,54;168,20;151,80
15.03.2023 00:00:00;84,03;117,76;91,3;91,00;45,30;96,00;5643;56,33;66,66;46,33;9774;10,00;21,77;47,99;10455;;26095;19635;96,46;63,35;178,14;116,80;11198;33,80;26,89;314,30;71,30;167,60;187,12;251,00;22865;;7484;38,02;113,60;46,2327;38,50;250,60;108,78;26,45;140,22;170,70;5,34;165,20;148,25
16.03.2023 00:00:00;91,26;119,3;94,3;94,19;45495;96,50;5579;56,25;67,04;47,15;9752;9,68;21,80;48,00;10,91;;25715;18,90;94,97;63,70;177,76;117,70;11198;34075;28295;318,90;71,09;168,20;189,72;260,75;24,10;;7527;38,10;116,00;46,4342;38,96;249,50;112,74;25,79;141,32;173,38;5,68;160,80;148,80
17.03.2023 00:00:00;91,56;116,7;95,07;92,39;44815;94,80;5536;55,90;66,48;46,83;9084;9,27;21,54;47,13;10575;;25,64;18,92;93,82;62,50;172,90;116,12;10598;34455;27,93;310,50;69,40;164,75;184,26;262,40;24,16;;7372;37,72;113,60;45501;37,80;238,60;110,44;25,31;137,62;168,64;5,59;154,20;143,95
20.03.2023 00:00:00;89,98;118,72;94,29;91,03;45845;96,00;5615;56,17;66,86;47545;9,40;9,34;21,88;48,06;10,80;;25,56;18,62;95,14;63,45;177,42;117,48;10,66;34,61;27,12;316,50;69,36;164,05;184,08;253,95;24085;;7599;38,08;113,00;45,0981;38,45;250,70;112,66;25,90;139,38;170,66;5,61;154,25;143,95
21.03.2023 00:00:00;88,79;121,44;96,99;93,49;46,50;97,79;5723;57,32;68,10;47,05;10,16;9857;22005;48,60;10895;;26,00;18,89;99,59;64,55;177,58;117,60;11226;34,74;26,46;317,85;70,67;167,85;187,90;253,35;24365;;7833;37,84;114,90;45,5116;39,15;258,20;113,84;26,45;143,70;182,64;5,55;157,50;146,15
22.03.2023 00:00:00;90,03;119,56;94,72;91,13;46,37;97,46;5679;56,46;67,42;45575;9598;9519;21,65;47,40;10,99;;25,80;19285;96,09;64,15;173,00;114,34;10,90;34,74;25885;312,85;71,04;164,55;184,36;251,65;24455;;7542;36,94;114,40;45,0663;38,62;255,30;112,52;26335;143,74;175,16;5,35;156,20;142,05
23.03.2023 00:00:00;93,17;118,96;97,2;91,35;46195;98,01;5,59;55,91;67,70;45795;9,28;8931;21815;47,87;11,05;;25,55;18,93;95,73;64,45;172,94;114,10;10,75;35,80;26,96;314,30;70,63;163,95;189,80;256,95;25,20;;7726;37,04;114,40;44,6739;38,96;261,00;113,50;25,83;144,02;178,08;5,50;153,85;144,95
